"source_database","labnr","bp","std","cal_bp","cal_std","delta_c13","lab_name","site","site_phase","site_type","feature","feature_type","periods","typochronological_units","ecochronological_units","material","species","country","lat","lng","references"
"radonb","GrN-2447","2550","65","2612","188","","","Mellrichstadt","Mellrichstadt","settlement","Siedlung","","","Ha D","","charcoal","Holzkohle","Germany                                                                                             ","50.433300000000003","10.316700000000001",""
"radonb","KIA-35077","3597","30","3901","69","","","Miškovice; site: Praha 9","Miškovice; site: Praha 9","Grave (flat) inhumation","Grab 18","","","Únětice","","","","Czech Republic                                                                                      ","50.157899999999998","14.545400000000001",""
"radonb","KIA-35078","3560","30","3858","115","","","Miškovice; site: Praha 9","Miškovice; site: Praha 9","Grave (flat) inhumation","Grab 19","","","Únětice","","","","Czech Republic                                                                                      ","50.157899999999998","14.545400000000001",""
"radonb","KIA-26345","3326","24","3560","74","","","Monkodonja; site: Akropolis","Monkodonja; site: Akropolis","fortified settlement","Erweiterung Akropolismauer; Sondage X; sample: 6","","","","","collagen, bone","Astragal, Hausschwein","Croatia                                                                                             ","45.070500000000003","13.6982",""
"radonb","KIA-28982","3299","26","3520","59","","","Monkodonja; site: Akropolis","Monkodonja; site: Akropolis","fortified settlement","Tor der Akropolis; Sondage X; sample: 7","","","","","collagen, bone","unbest. Tierknochen","Croatia                                                                                             ","45.070500000000003","13.6982",""
"radonb","KIA-15284","","","","","","","Monkodonja; site: Höhle außerhalb der Befestigung","Monkodonja; site: Höhle außerhalb der Befestigung","miscellaneous","sample: 20","","","Neolithic","","collagen, bone","Oberschenkelknochen, Mensch","Croatia                                                                                             ","45.071199999999997","13.696099999999999",""
"radonb","KIA-28978","3328","29","3561","78","","","Monkodonja; site: Siedlung","Monkodonja; site: Siedlung","fortified settlement","Außenmauer Siedlung; Sondage IX; sample: 10","","","","","collagen, bone","Radius, Rind","Croatia                                                                                             ","45.0702","13.696999999999999",""
"radonb","KIA-29192","3209","25","3422","44","","","Monkodonja; site: Westtor","Monkodonja; site: Westtor","Grave (flat) inhumation","Grab; Sondage VI; sample: 18","","","","","collagen, bone","Rippe, Mensch","Croatia                                                                                             ","45.0702","13.6965",""
"radonb","B-149","3570","160","3878","427","","","Mottata; site: Ramosch","Mottata; site: Ramosch","cave","Siedlung; sample: 14","","Melauner Horizont | Fritzens-Sanzeno Horizont","Iron Age | Middle Bronze Age","","charcoal","Holzkohle","Switzerland                                                                                         ","46.837499999999999","8.3888999999999996",""
"radonb","B-145","3060","100","3248","259","","","Mottata; site: Ramosch","Mottata; site: Ramosch","cave","Siedlung; sample: 2","","Melauner Horizont | Fritzens-Sanzeno Horizont","Iron Age | Middle Bronze Age","","charcoal","Holzkohle","Switzerland                                                                                         ","46.837499999999999","8.3888999999999996",""
"radonb","B-549","3550","200","3860","520","","","Narlay See","Narlay See","settlement","Siedlung","","","","","peat","Gyttja","France                                                                                              ","46.641800000000003","5.9118000000000004",""
"radonb","UtC-11342","3230","42","3450","101","","","Nersingen-Leibi; site: Steinegert","Nersingen-Leibi; site: Steinegert","Grave (inhumation)","Grab 5","","Hügelgräberbronzezeit B | Hügelgräberbronzezeit C1","Hügelgräberbronzezeit","","collagen, bone","Knochen","Germany                                                                                             ","48.4315","10.110099999999999",""
"radonb","B-484","3180","130","3393","333","","","Sugiez; site: Aare Fluß","Sugiez; site: Aare Fluß","hoard","Seeuferfunde","","","","","wood","Holz","Switzerland                                                                                         ","46.966700000000003","7.1124999999999998",""
"radonb","UtC-11338","3149","37","3374","106","","","Unterbrunnham; site: Wagenau Hgl. 16","Unterbrunnham; site: Wagenau Hgl. 16","Grave (mound) inhumation","Grab 1","","Hügelgräberbronzezeit C1","Hügelgräberbronzezeit","","collagen, bone","Knochen","Germany                                                                                             ","48.097299999999997","12.5503",""
"radonb","Erl-4666","3083","57","3286","142","","","Upflamör; site: Lautrieb Hgl. 11","Upflamör; site: Lautrieb Hgl. 11","Grave (mound) inhumation","Grab 5","","Hügelgräberbronzezeit C2 | Hügelgräberbronzezeit B","Hügelgräberbronzezeit","","collagen, bone","Knochen","Germany                                                                                             ","48.212000000000003","9.4009999999999998",""
"radonb","Bln-2713","","","","","","","Velke Pavlovice","Velke Pavlovice","settlement","Siedlungsbefund 25","","klassisches Aunjetitz | Věteřov Group","Early Bronze Age | Únětice","","","","Czech Republic                                                                                      ","48.904400000000003","16.8185",""
"radonb","GrN-2367","2410","90","2492","239","","","Vogelsburg/Volkach","Vogelsburg/Volkach","settlement","Siedlung; sample: I","","","Ha D | Latène A","","charcoal","Holzkohle","Germany                                                                                             ","49.867199999999997","10.183299999999999",""
"radonb","GrN-1691","2860","50","2980","150","","","Volders","Volders","pyre location (ustrine)","Ustrine","","","","","charcoal","Holzkohle","Austria                                                                                             ","47.2866","11.5671",""
"radonb","Poz-41027","2600","40","2741","188","","","Tuani","Tuani","cave","Abri 1, US 11","","Tuani-Mizane","Iron Age","","residue (on ceramic)","Residue on vessel","France                                                                                              ","42.309399999999997","9.1489999999999991",""
"radonb","Beta-186622","2900","40","3034","122","","","Glaserkogel","Glaserkogel","Grave (mound) cremation","Tumulus 2 mit Grabkammer, aus Kegelhalsgefäß, Man 19-40 Jahre/ Ha A1-A2","","Ha A2","Urnfield Culture","","charcoal","wood, fragment of timber","Austria                                                                                             ","46.901600000000002","15.3508",""
